exam_testId,exam_name,exam_sub_name,exam_term,stu_id,mes_Score,historical_mean,historical_max,historical_min,historical_std,cla_grade,exam_category,counts,cla_id,stu_sex
135083,56,рТюж,8,14088,92.0,91.66666666666669,92.0,91.0,0.5773502691896247,3.0,вэфю©╪йт,3.0,924,дп
135083,56,рТюж,8,14094,92.0,87.33333333333331,92.0,81.0,5.686240703077327,1.0,вэфю©╪йт,6.0,836,дп
135083,56,рТюж,8,14104,90.0,85.33333333333333,90.0,80.0,5.033222956847167,3.0,вэфю©╪йт,2.0,924,дп
135083,56,рТюж,8,14127,92.0,89.0,92.0,85.0,3.6055512754639887,3.0,вэфю©╪йт,2.0,924,дп
135083,56,рТюж,8,14134,90.0,86.66666666666669,90.0,80.0,5.773502691896256,2.0,вэфю©╪йт,6.0,865,дп
135012,56,рТюж,8,14454,90.0,90.0,90.0,90.0,0.0,2.0,вэфю©╪йт,2.0,901,дп
135012,56,рТюж,8,14455,85.0,86.5,88.0,85.0,2.1213203435596424,1.0,вэфю©╪йт,3.0,883,дп
135012,56,рТюж,8,14456,85.0,85.5,86.0,85.0,0.7071067811865476,1.0,вэфю©╪йт,4.0,885,дп
135012,56,рТюж,8,14457,93.0,92.5,93.0,92.0,0.7071067811865476,2.0,вэфю©╪йт,6.0,901,дп
135012,56,рТюж,8,14458,85.0,86.5,88.0,85.0,2.1213203435596424,2.0,вэфю©╪йт,5.0,901,дп
135012,56,рТюж,8,14459,85.0,87.0,89.0,85.0,2.8284271247461903,2.0,вэфю©╪йт,0.0,901,е╝
135012,56,рТюж,8,14460,90.0,88.0,90.0,86.0,2.8284271247461903,2.0,вэфю©╪йт,0.0,902,е╝
135012,56,рТюж,8,14461,83.0,86.0,89.0,83.0,4.242640687119285,1.0,вэфю©╪йт,4.0,883,дп
135012,56,рТюж,8,14462,90.0,89.0,90.0,88.0,1.4142135623730951,2.0,вэфю©╪йт,4.0,901,дп
135012,56,рТюж,8,14463,93.0,91.0,93.0,89.0,2.8284271247461903,2.0,вэфю©╪йт,2.0,901,дп
135012,56,рТюж,8,14464,93.0,91.5,93.0,90.0,2.1213203435596424,2.0,вэфю©╪йт,0.0,902,е╝
135012,56,рТюж,8,14465,85.0,86.5,88.0,85.0,2.1213203435596424,3.0,вэфю©╪йт,1.0,874,дп
135012,56,рТюж,8,14466,92.0,92.0,92.0,92.0,0.0,2.0,вэфю©╪йт,5.0,901,дп
135012,56,рТюж,8,14467,92.0,92.0,92.0,92.0,0.0,2.0,вэфю©╪йт,11.0,901,дп
135012,56,рТюж,8,14468,92.0,91.0,92.0,90.0,1.4142135623730951,2.0,вэфю©╪йт,3.0,901,дп
135012,56,рТюж,8,14469,91.0,90.0,91.0,89.0,1.4142135623730951,1.0,вэфю©╪йт,3.0,883,дп
135012,56,рТюж,8,14470,88.0,89.0,90.0,88.0,1.4142135623730951,2.0,вэфю©╪йт,2.0,901,дп
135012,56,рТюж,8,14471,83.0,85.0,87.0,83.0,2.8284271247461903,1.0,вэфю©╪йт,2.0,883,дп
135012,56,рТюж,8,14472,86.0,87.0,88.0,86.0,1.4142135623730951,2.0,вэфю©╪йт,5.0,901,дп
135012,56,рТюж,8,14473,81.0,84.5,88.0,81.0,4.949747468305833,1.0,вэфю©╪йт,3.0,883,дп
135012,56,рТюж,8,14474,87.0,87.5,88.0,87.0,0.7071067811865476,1.0,вэфю©╪йт,4.0,883,дп
135012,56,рТюж,8,14475,85.0,87.5,90.0,85.0,3.5355339059327378,1.0,вэфю©╪йт,4.0,883,дп
135012,56,рТюж,8,14476,84.0,87.5,91.0,84.0,4.949747468305833,2.0,вэфю©╪йт,1.0,901,дп
135012,56,рТюж,8,14477,88.0,86.0,88.0,84.0,2.8284271247461903,1.0,вэфю©╪йт,1.0,885,дп
135012,56,рТюж,8,14478,92.0,90.0,92.0,88.0,2.8284271247461903,2.0,вэфю©╪йт,1.0,901,дп
135012,56,рТюж,8,14479,84.0,86.5,89.0,84.0,3.5355339059327378,2.0,вэфю©╪йт,56.0,901,дп
135012,56,рТюж,8,14480,85.0,84.5,85.0,84.0,0.7071067811865476,2.0,вэфю©╪йт,0.0,903,дп
135012,56,рТюж,8,14481,81.0,85.5,90.0,81.0,6.363961030678928,2.0,вэфю©╪йт,12.0,901,дп
135012,56,рТюж,8,14482,90.0,85.0,90.0,80.0,7.071067811865476,2.0,вэфю©╪йт,0.0,902,дп
135012,56,рТюж,8,14483,84.0,86.0,88.0,84.0,2.8284271247461903,2.0,вэфю©╪йт,65.0,901,дп
135012,56,рТюж,8,14485,92.0,91.0,92.0,90.0,1.4142135623730951,1.0,вэфю©╪йт,0.0,943,дп
135012,56,рТюж,8,14486,84.0,85.0,86.0,84.0,1.4142135623730951,2.0,вэфю©╪йт,1.0,901,дп
135012,56,рТюж,8,14487,87.0,85.0,87.0,83.0,2.8284271247461903,2.0,вэфю©╪йт,4.0,902,дп
135012,56,рТюж,8,14488,83.0,86.0,89.0,83.0,4.242640687119285,2.0,вэфю©╪йт,1.0,901,дп
135012,56,рТюж,8,14489,84.0,85.0,86.0,84.0,1.4142135623730951,2.0,вэфю©╪йт,6.0,901,дп
135012,56,рТюж,8,14491,90.0,88.0,90.0,86.0,2.8284271247461903,2.0,вэфю©╪йт,43.0,901,дп
135012,56,рТюж,8,14492,92.0,90.5,92.0,89.0,2.1213203435596424,1.0,вэфю©╪йт,2.0,883,дп
135012,56,рТюж,8,14493,80.0,82.0,84.0,80.0,2.8284271247461903,2.0,вэфю©╪йт,1.0,901,дп
135012,56,рТюж,8,14494,83.0,85.0,87.0,83.0,2.8284271247461903,2.0,вэфю©╪йт,2.0,901,дп
135012,56,рТюж,8,14495,88.0,86.5,88.0,85.0,2.1213203435596424,2.0,вэфю©╪йт,2.0,903,дп
135012,56,рТюж,8,14496,85.0,86.0,87.0,85.0,1.4142135623730951,2.0,вэфю©╪йт,6.0,901,дп
135012,56,рТюж,8,14497,80.0,81.0,82.0,80.0,1.4142135623730951,2.0,вэфю©╪йт,3.0,903,дп
135012,56,рТюж,8,14498,92.0,90.0,92.0,88.0,2.8284271247461903,2.0,вэфю©╪йт,16.0,901,дп
135012,56,рТюж,8,14499,86.0,86.5,87.0,86.0,0.7071067811865476,2.0,вэфю©╪йт,64.0,901,дп
135012,56,рТюж,8,14500,80.0,82.5,85.0,80.0,3.5355339059327378,2.0,вэфю©╪йт,18.0,901,дп
135012,56,рТюж,8,14501,80.0,83.5,87.0,80.0,4.949747468305833,1.0,вэфю©╪йт,1.0,883,дп
135012,56,рТюж,8,14502,85.0,86.5,88.0,85.0,2.1213203435596424,2.0,вэфю©╪йт,60.0,901,дп
135012,56,рТюж,8,14503,84.0,85.5,87.0,84.0,2.1213203435596424,1.0,вэфю©╪йт,1.0,883,дп
135012,56,рТюж,8,14504,84.0,86.0,88.0,84.0,2.8284271247461903,2.0,вэфю©╪йт,1.0,901,дп
135012,56,рТюж,8,14505,85.0,85.5,86.0,85.0,0.7071067811865476,1.0,вэфю©╪йт,1.0,883,дп
135012,56,рТюж,8,14506,86.0,87.5,89.0,86.0,2.1213203435596424,2.0,вэфю©╪йт,6.0,901,дп
135012,56,рТюж,8,14507,85.0,85.0,85.0,85.0,0.0,2.0,вэфю©╪йт,3.0,901,дп
135012,56,рТюж,8,14508,84.0,85.0,86.0,84.0,1.4142135623730951,2.0,вэфю©╪йт,2.0,901,дп
135012,56,рТюж,8,14510,83.0,84.5,86.0,83.0,2.1213203435596424,2.0,вэфю©╪йт,3.0,901,дп
135012,56,рТюж,8,14511,83.0,84.5,86.0,83.0,2.1213203435596424,2.0,вэфю©╪йт,2.0,901,дп
135012,56,рТюж,8,14512,88.0,89.0,90.0,88.0,1.4142135623730951,2.0,вэфю©╪йт,1.0,902,дп
135012,56,рТюж,8,14513,85.0,85.0,85.0,85.0,0.0,2.0,вэфю©╪йт,1.0,903,дп
135107,56,рТюж,8,14009,90.0,81.66666666666667,90.0,75.0,7.637626158259735,3.0,вэфю©╪йт,0.0,920,дп
135107,56,рТюж,8,14018,88.0,76.0,88.0,60.0,14.422205101855955,2.0,вэфю©╪йт,1.0,867,дп
135107,56,рТюж,8,14027,90.0,87.66666666666669,90.0,85.0,2.516611478423583,2.0,вэфю©╪йт,7.0,867,дп
135107,56,рТюж,8,14032,93.0,93.33333333333331,95.0,92.0,1.5275252316519452,3.0,вэфю©╪йт,3.0,920,дп
135107,56,рТюж,8,14046,92.0,84.5,92.0,77.0,10.606601717798213,3.0,вэфю©╪йт,0.0,920,е╝
135107,56,рТюж,8,14050,88.0,84.5,88.0,81.0,4.949747468305833,1.0,вэфю©╪йт,2.0,838,дп
135107,56,рТюж,8,14060,95.0,95.33333333333331,97.0,94.0,1.5275252316519452,2.0,вэфю©╪йт,6.0,867,дп
135131,56,рТюж,8,13564,88.0,84.66666666666667,88.0,80.0,4.163331998932265,2.0,вэфю©╪йт,7.0,869,дп
135131,56,рТюж,8,13973,93.0,91.66666666666669,93.0,90.0,1.5275252316519463,3.0,вэфю©╪йт,6.0,925,дп
135131,56,рТюж,8,13984,90.0,90.0,95.0,85.0,5.0,1.0,вэфю©╪йт,3.0,840,дп
135131,56,рТюж,8,13990,92.0,90.66666666666669,92.0,90.0,1.1547005383792526,3.0,вэфю©╪йт,4.0,925,дп
135131,56,рТюж,8,14000,90.0,81.66666666666667,90.0,75.0,7.637626158259735,2.0,вэфю©╪йт,5.0,869,дп
135131,56,рТюж,8,14004,92.0,80.66666666666667,92.0,70.0,11.015141094572208,1.0,вэфю©╪йт,6.0,840,дп
135131,56,рТюж,8,14019,90.0,80.0,90.0,70.0,10.0,2.0,вэфю©╪йт,2.0,869,дп
135131,56,рТюж,8,14029,92.0,82.33333333333333,92.0,75.0,8.736894948054104,2.0,вэфю©╪йт,1.0,869,дп
135131,56,рТюж,8,14047,94.0,93.33333333333331,94.0,92.0,1.1547005383792497,2.0,вэфю©╪йт,4.0,869,дп
135131,56,рТюж,8,14087,93.0,90.33333333333331,93.0,88.0,2.516611478423583,2.0,вэфю©╪йт,5.0,869,дп
135131,56,рТюж,8,14115,90.0,85.66666666666667,90.0,80.0,5.131601439446884,2.0,вэфю©╪йт,3.0,869,дп
135131,56,рТюж,8,14121,92.0,91.66666666666669,93.0,90.0,1.5275252316519483,3.0,вэфю©╪йт,2.0,925,дп
135131,56,рТюж,8,14143,92.0,91.66666666666669,93.0,90.0,1.5275252316519483,3.0,вэфю©╪йт,1.0,925,дп
135131,56,рТюж,8,14150,92.0,87.33333333333331,92.0,80.0,6.429100507328638,2.0,вэфю©╪йт,1.0,869,дп
135131,56,рТюж,8,14155,94.0,94.0,95.0,93.0,1.0,2.0,вэфю©╪йт,5.0,869,дп
135131,56,рТюж,8,14163,90.0,86.33333333333331,90.0,80.0,5.507570547286104,2.0,вэфю©╪йт,6.0,869,дп
135131,56,рТюж,8,14185,92.0,84.0,92.0,80.0,6.92820323027551,2.0,вэфю©╪йт,4.0,869,дп
135131,56,рТюж,8,14186,88.0,81.0,88.0,75.0,6.5574385243019995,1.0,вэфю©╪йт,16.0,840,дп
135131,56,рТюж,8,14197,88.0,79.33333333333333,88.0,70.0,9.018499505645787,3.0,вэфю©╪йт,5.0,925,дп
135131,56,рТюж,8,14215,88.0,85.66666666666667,89.0,80.0,4.932882862316246,1.0,вэфю©╪йт,1.0,840,дп
135131,56,рТюж,8,14224,88.0,83.0,88.0,76.0,6.2449979983983965,2.0,вэфю©╪йт,7.0,869,дп
135131,56,рТюж,8,14225,90.0,81.66666666666667,90.0,75.0,7.637626158259735,2.0,вэфю©╪йт,5.0,869,дп
135131,56,рТюж,8,14227,88.0,81.0,88.0,75.0,6.5574385243019995,3.0,вэфю©╪йт,7.0,925,дп
135131,56,рТюж,8,14229,90.0,81.66666666666667,90.0,75.0,7.637626158259735,3.0,вэфю©╪йт,6.0,925,дп
135131,56,рТюж,8,14239,92.0,81.0,92.0,70.0,15.556349186104045,3.0,вэфю©╪йт,0.0,925,е╝
135131,56,рТюж,8,14250,93.0,91.66666666666669,93.0,90.0,1.5275252316519463,1.0,вэфю©╪йт,6.0,840,дп
135131,56,рТюж,8,14254,90.0,80.0,90.0,70.0,10.0,2.0,вэфю©╪йт,6.0,869,дп
135131,56,рТюж,8,14255,92.0,80.66666666666667,92.0,70.0,11.015141094572208,3.0,вэфю©╪йт,4.0,925,дп
135131,56,рТюж,8,14256,90.0,80.0,90.0,70.0,10.0,3.0,вэфю©╪йт,2.0,925,дп
135131,56,рТюж,8,14261,93.0,92.33333333333331,93.0,92.0,0.5773502691896247,3.0,вэфю©╪йт,5.0,925,дп
135131,56,рТюж,8,14271,92.0,80.66666666666667,92.0,70.0,11.015141094572208,2.0,вэфю©╪йт,5.0,869,дп
135131,56,рТюж,8,14294,88.0,83.0,88.0,80.0,4.358898943540674,1.0,вэфю©╪йт,4.0,840,дп
135131,56,рТюж,8,14298,88.0,88.66666666666669,90.0,88.0,1.1547005383792497,2.0,вэфю©╪йт,2.0,869,дп
135131,56,рТюж,8,14316,90.0,86.0,90.0,82.0,4.0,1.0,вэфю©╪йт,5.0,840,дп
135131,56,рТюж,8,14329,90.0,85.33333333333333,90.0,80.0,5.033222956847167,3.0,вэфю©╪йт,0.0,925,е╝
135131,56,рТюж,8,14332,88.0,83.0,88.0,80.0,4.358898943540674,2.0,вэфю©╪йт,7.0,869,дп
135131,56,рТюж,8,14341,93.0,91.66666666666669,93.0,90.0,1.5275252316519463,2.0,вэфю©╪йт,3.0,869,дп
135131,56,рТюж,8,14345,88.0,81.33333333333333,88.0,76.0,6.110100926607785,2.0,вэфю©╪йт,2.0,869,дп
135131,56,рТюж,8,14354,90.0,81.66666666666667,90.0,75.0,7.637626158259735,3.0,вэфю©╪йт,9.0,925,дп
135131,56,рТюж,8,14358,92.0,91.33333333333331,92.0,90.0,1.1547005383792526,2.0,вэфю©╪йт,5.0,869,дп
135131,56,рТюж,8,14379,88.0,79.0,88.0,70.0,12.727922061357855,2.0,вэфю©╪йт,1.0,869,дп
135131,56,рТюж,8,14450,90.0,80.0,90.0,70.0,10.0,1.0,вэфю©╪йт,5.0,840,дп
135131,56,рТюж,8,14451,92.0,91.0,92.0,90.0,1.4142135623730951,2.0,вэфю©╪йт,1.0,869,дп
135131,56,рТюж,8,14452,93.0,86.5,93.0,80.0,9.192388155425117,2.0,вэфю©╪йт,3.0,869,дп
135059,56,рТюж,8,13953,90.0,87.66666666666669,90.0,85.0,2.516611478423583,3.0,вэфю©╪йт,1.0,918,дп
135059,56,рТюж,8,13970,90.0,85.0,90.0,80.0,5.0,3.0,вэфю©╪йт,9.0,918,дп
135059,56,рТюж,8,13986,90.0,85.66666666666667,90.0,82.0,4.0414518843273814,2.0,вэфю©╪йт,8.0,863,дп
135059,56,рТюж,8,13988,92.0,91.33333333333331,92.0,90.0,1.1547005383792526,3.0,вэфю©╪йт,6.0,918,дп
135059,56,рТюж,8,13993,90.0,90.0,90.0,90.0,0.0,2.0,вэфю©╪йт,2.0,863,дп
135059,56,рТюж,8,14016,90.0,91.33333333333331,94.0,90.0,2.309401076758502,3.0,вэфю©╪йт,6.0,918,дп
135059,56,рТюж,8,14045,90.0,86.66666666666669,90.0,85.0,2.88675134594813,3.0,вэфю©╪йт,4.0,918,дп
135059,56,рТюж,8,14064,90.0,85.0,90.0,80.0,5.0,1.0,вэфю©╪йт,9.0,834,дп
135059,56,рТюж,8,14069,94.0,91.66666666666669,94.0,90.0,2.081665999466134,2.0,вэфю©╪йт,1.0,863,дп
135059,56,рТюж,8,14075,70.0,78.33333333333333,85.0,70.0,7.637626158259734,3.0,вэфю©╪йт,10.0,918,дп
135059,56,рТюж,8,14084,92.0,89.33333333333331,92.0,88.0,2.309401076758502,1.0,вэфю©╪йт,4.0,834,дп
135059,56,рТюж,8,14091,92.0,93.33333333333331,98.0,90.0,4.1633319989322635,2.0,вэфю©╪йт,8.0,863,дп
138197,64,рТюж,9,13484,92.0,94.0,95.0,92.0,1.7320508075688772,3.0,вэфю©╪йт,10.0,876,дп
138197,64,рТюж,9,13488,88.0,86.0,88.0,85.0,1.7320508075688772,3.0,вэфю©╪йт,3.0,876,дп
138197,64,рТюж,9,13489,90.0,81.66666666666667,90.0,70.0,10.408329997330664,3.0,вэфю©╪йт,7.0,876,дп
138197,64,рТюж,9,13496,88.0,82.33333333333333,88.0,75.0,6.6583281184793925,3.0,вэфю©╪йт,6.0,876,дп
138197,64,рТюж,9,13538,88.0,85.0,88.0,81.0,3.6055512754639887,3.0,вэфю©╪йт,9.0,876,дп
138197,64,рТюж,9,13544,88.0,85.66666666666667,88.0,84.0,2.081665999466134,3.0,вэфю©╪йт,6.0,876,дп
138197,64,рТюж,9,13554,90.0,86.66666666666669,90.0,85.0,2.88675134594813,3.0,вэфю©╪йт,3.0,876,дп
138197,64,рТюж,9,13579,88.0,80.33333333333333,88.0,70.0,9.29157324317757,3.0,вэфю©╪йт,6.0,876,дп
138197,64,рТюж,9,13585,88.0,82.66666666666667,88.0,75.0,6.8068592855540455,3.0,вэфю©╪йт,4.0,876,дп
138197,64,рТюж,9,13586,89.0,93.0,95.0,89.0,3.4641016151377544,3.0,вэфю©╪йт,4.0,876,дп
138197,64,рТюж,9,13587,95.0,94.66666666666669,95.0,94.0,0.5773502691896278,3.0,вэфю©╪йт,4.0,876,дп
138197,64,рТюж,9,13589,88.0,86.0,88.0,85.0,1.7320508075688772,3.0,вэфю©╪йт,5.0,876,дп
138197,64,рТюж,9,13592,93.0,90.33333333333331,93.0,88.0,2.516611478423583,3.0,вэфю©╪йт,3.0,876,дп
138197,64,рТюж,9,13597,87.0,84.33333333333333,87.0,80.0,3.7859388972001833,3.0,вэфю©╪йт,5.0,876,дп
138197,64,рТюж,9,13600,89.0,91.0,93.0,89.0,2.0,3.0,вэфю©╪йт,4.0,876,дп
138197,64,рТюж,9,13608,89.0,86.66666666666669,89.0,85.0,2.081665999466134,3.0,вэфю©╪йт,6.0,876,дп
138197,64,рТюж,9,13616,92.0,94.0,95.0,92.0,1.7320508075688772,3.0,вэфю©╪йт,5.0,876,дп
138197,64,рТюж,9,13617,88.0,81.0,88.0,75.0,6.5574385243019995,3.0,вэфю©╪йт,2.0,876,дп
138197,64,рТюж,9,13645,88.0,81.0,88.0,70.0,9.643650760992957,3.0,вэфю©╪йт,2.0,876,дп
138197,64,рТюж,9,13665,90.0,86.33333333333331,90.0,84.0,3.2145502536643176,2.0,вэфю©╪йт,2.0,816,дп
138197,64,рТюж,9,13695,88.0,84.33333333333333,88.0,80.0,4.0414518843273814,3.0,вэфю©╪йт,6.0,876,дп
138197,64,рТюж,9,13701,90.0,87.33333333333331,90.0,86.0,2.309401076758502,3.0,вэфю©╪йт,5.0,876,дп
138197,64,рТюж,9,13708,89.0,83.0,89.0,75.0,7.211102550927977,3.0,вэфю©╪йт,2.0,876,дп
138197,64,рТюж,9,13714,89.0,81.33333333333333,89.0,70.0,10.016652800877813,3.0,вэфю©╪йт,8.0,876,дп
138197,64,рТюж,9,13721,90.0,87.66666666666669,90.0,85.0,2.516611478423585,3.0,вэфю©╪йт,5.0,876,дп
138197,64,рТюж,9,13724,88.0,86.33333333333331,88.0,85.0,1.5275252316519463,3.0,вэфю©╪йт,9.0,876,дп
138197,64,рТюж,9,13732,88.0,86.33333333333331,88.0,85.0,1.5275252316519463,3.0,вэфю©╪йт,18.0,876,дп
138197,64,рТюж,9,13739,89.0,82.33333333333333,89.0,72.0,9.073771725877462,3.0,вэфю©╪йт,6.0,876,дп
138197,64,рТюж,9,13750,88.0,86.0,88.0,84.0,2.0,3.0,вэфю©╪йт,10.0,876,дп
138197,64,рТюж,9,13753,88.0,87.0,88.0,85.0,1.7320508075688772,3.0,вэфю©╪йт,2.0,876,дп
138197,64,рТюж,9,13756,89.0,89.66666666666669,90.0,89.0,0.5773502691896247,2.0,вэфю©╪йт,5.0,816,дп
138197,64,рТюж,9,13762,88.0,85.66666666666667,88.0,81.0,4.04145188432738,2.0,вэфю©╪йт,3.0,816,дп
138197,64,рТюж,9,13831,89.0,84.66666666666667,89.0,80.0,4.509249752822893,3.0,вэфю©╪йт,3.0,876,дп
138197,64,рТюж,9,13833,93.0,91.0,93.0,90.0,1.7320508075688772,2.0,вэфю©╪йт,7.0,816,дп
138197,64,рТюж,9,13838,88.0,87.0,88.0,85.0,1.7320508075688772,3.0,вэфю©╪йт,6.0,876,дп
138197,64,рТюж,9,13841,89.0,83.0,89.0,75.0,7.211102550927977,1.0,вэфю©╪йт,1.0,783,дп
138197,64,рТюж,9,13843,88.0,84.0,88.0,81.0,3.6055512754639887,3.0,вэфю©╪йт,13.0,876,дп
